,movieId,imdbId,tmdbId,poster
2000,2661,45920,19483.0,https://m.media-amazon.com/images/M/MV5BOTUzNzM0MzQxMV5BMl5BanBnXkFtZTgwNTM5NDI1MDE@._V1_.jpg
2001,2662,46534,8974.0,https://m.media-amazon.com/images/M/MV5BYTViNjlmM2ItMmRhZC00ZDhkLWE2NTQtNzViMTgxNzY2MGY4XkEyXkFqcGdeQXVyNjEyNjA4ODg@._V1_.jpg
2002,2664,49366,11549.0,https://m.media-amazon.com/images/M/MV5BYTExYjM3MDYtMzg4MC00MjU4LTljZjAtYzdlMTFmYTJmYTE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
2003,2665,49169,18158.0,https://m.media-amazon.com/images/M/MV5BMTUzOTQ2NzEyN15BMl5BanBnXkFtZTgwOTQyMjkyMjE@._V1_.jpg
2004,2668,84745,17918.0,https://m.media-amazon.com/images/M/MV5BMTNhYzZkNjQtODExZS00OTc4LWJhNDAtMjI4MWQ3ZjA0ZjViXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg
2005,2669,53183,37305.0,https://m.media-amazon.com/images/M/MV5BNDcwMDc3ZmItNjMzNi00NTYyLWJjZjktZjU4NWRlZTJlOTRhXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg
2006,2670,52151,18784.0,https://m.media-amazon.com/images/M/MV5BMTlhNDI3NDktMjM3MS00ODhhLWI3ODYtZWE1YzE2YTE4ZmM4XkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_.jpg
2007,2671,125439,509.0,https://m.media-amazon.com/images/M/MV5BMTE5OTkwYzYtNDhlNC00MzljLTk1YTktY2IxZjliZmNjMjUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
2008,2672,139809,1090.0,https://m.media-amazon.com/images/M/MV5BYTY2ZTZlN2QtNGFiNy00ZmZlLThiMjItOWMwOWEyZDJjNTA3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
2009,2674,126859,15059.0,https://icon-library.com/images/404-error-icon/404-error-icon-24.jpg
2010,2676,128278,12117.0,https://m.media-amazon.com/images/M/MV5BYzNlYjcyM2QtNzY2OS00NDQ5LWI3ZDEtMWEyZjIwOWU3NDJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
2011,2677,186508,11779.0,https://m.media-amazon.com/images/M/MV5BZjc2MDY3MjgtYmI4YS00MmQ0LThkNmUtNDQxNWJkZGRmNGFhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
2012,2681,141105,13533.0,https://m.media-amazon.com/images/M/MV5BOGFlNGRkYTMtMDRhOC00MWZiLWFmYzUtZjZjMWFkMmQ1ZDc0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg
2013,2682,164085,62676.0,https://m.media-amazon.com/images/M/MV5BZTQwMGUzZDUtMGM2NC00ZDQ2LTg3NWEtNjZmZjNiOTU0OTM2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg
