,movieId,imdbId,tmdbId,poster
6000,37477,399327,9074.0,https://m.media-amazon.com/images/M/MV5BODcwMDU0NjU3NF5BMl5BanBnXkFtZTYwOTI3MDc2._V1_.jpg
6001,37495,430651,16133.0,https://m.media-amazon.com/images/M/MV5BM2E5MTRjN2ItNjUxYS00NjM3LWE4ZjctNTQ2NTRkNTRmYWY0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
6002,37545,80149,10319.0,https://m.media-amazon.com/images/M/MV5BZTlkMzk3NjItY2E0ZS00YjE2LTkzMzUtMDMzMDJkOGRlNDIzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
6003,37720,404032,8643.0,https://m.media-amazon.com/images/M/MV5BMTI2NTM5MjQ0Nl5BMl5BanBnXkFtZTcwNDAxNjAzMQ@@._V1_.jpg
6004,37727,408790,9315.0,https://m.media-amazon.com/images/M/MV5BNGJkYTNiZjUtOTBhMi00NjY5LTkwZWEtNjBkNmE1YTZlMDc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
6005,37729,121164,3933.0,https://m.media-amazon.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1_.jpg
6006,37731,385002,8923.0,https://m.media-amazon.com/images/M/MV5BMjExNTg3NzYwMV5BMl5BanBnXkFtZTcwMzcxMTEzMQ@@._V1_.jpg
6007,37733,399146,59.0,https://m.media-amazon.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_.jpg
6008,37736,380599,257.0,https://m.media-amazon.com/images/M/MV5BOGQ1OTUwODUtMzg1MS00NzBkLWIxM2MtYjBmMDdmZWM1NThiXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg
6009,37739,388980,15487.0,https://m.media-amazon.com/images/M/MV5BMTQ4NDk3MDk0NV5BMl5BanBnXkFtZTcwMzk4OTgyMQ@@._V1_.jpg
6010,37741,379725,398.0,https://m.media-amazon.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_.jpg
6011,37830,385700,647.0,https://m.media-amazon.com/images/M/MV5BNTk4NjBhZTUtN2MwMy00MzIyLWFhN2ItMmUwYzQ4MWQxODM3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_.jpg
6012,37844,403455,14544.0,https://icon-library.com/images/404-error-icon/404-error-icon-24.jpg
6013,37853,378109,11968.0,https://m.media-amazon.com/images/M/MV5BMmVlM2FhODYtOWFhZi00YmE5LWIwNWUtZDMxNTlkNDgxNTA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
6014,37857,366780,14517.0,https://m.media-amazon.com/images/M/MV5BMGEyMjcyNDctYWVkNy00ZDEyLTgxMDUtNWY0ZWIyNWMzNGJlXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_.jpg
6015,38038,312004,533.0,https://m.media-amazon.com/images/M/MV5BZmExY2Y3NGQtMzg5ZC00MGY1LTk3ZjktNWYyYzYwMTA1MTUwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg
6016,38061,373469,5236.0,https://m.media-amazon.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_.jpg
6017,38095,456912,11344.0,https://m.media-amazon.com/images/M/MV5BNjA0NmE3OGUtYTY2OS00OTM2LTg2ZDYtZDBkM2QyNTg3NzIxXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_.jpg
6018,38159,95467,31056.0,https://m.media-amazon.com/images/M/MV5BMGUyMzFmMmUtNmYxMS00YTFkLThiZDktNmE5YmFmYzczYzhlXkEyXkFqcGdeQXVyODY5Njk4Njc@._V1_.jpg
